Title,PublishedAt,FullContent,URL
[Deal Alert] Pantech Marauder On Verizon Free From Amazon Wireless And Wirefly,2012-08-20T22:05:00Z,URL skipped due to domain: https://www.androidpolice.com/2012/08/20/deal-alert-pantech-marauder-on-verizon-free-from-amazon-wireless-and-wirefly/,https://www.androidpolice.com/2012/08/20/deal-alert-pantech-marauder-on-verizon-free-from-amazon-wireless-and-wirefly/
"Pinterest's Long-Awaited Photo Sharing App Hits The Google Play Store Now, Amazon Appstore Later This Week",2012-08-15T04:13:21Z,URL skipped due to domain: https://www.androidpolice.com/2012/08/14/pinterests-long-awaited-photo-sharing-app-hits-the-google-play-store-now-amazon-appstore-later-this-week/,https://www.androidpolice.com/2012/08/14/pinterests-long-awaited-photo-sharing-app-hits-the-google-play-store-now-amazon-appstore-later-this-week/
[Deal Alert] Sprint's Galaxy S III Is Available For $149 From Amazon Wireless For New And Upgrading Customers,2012-07-09T03:24:00Z,URL skipped due to domain: https://www.androidpolice.com/2012/07/08/sprints-galaxy-s-iii-is-available-for-149-from-amazon-wireless-for-new-and-upgrading-customers/,https://www.androidpolice.com/2012/07/08/sprints-galaxy-s-iii-is-available-for-149-from-amazon-wireless-for-new-and-upgrading-customers/
[Rumor] Amazon May Be Ready To Launch Its Appstore In Europe Very Soon,2012-06-12T01:10:56Z,URL skipped due to domain: https://www.androidpolice.com/2012/06/11/rumor-amazon-may-be-ready-to-launch-its-appstore-in-europe-very-soon/,https://www.androidpolice.com/2012/06/11/rumor-amazon-may-be-ready-to-launch-its-appstore-in-europe-very-soon/
[Deal Alert] Sprint's Galaxy Nexus Available For $149.99 From Amazon Wireless,2012-05-07T03:17:29Z,URL skipped due to domain: https://www.androidpolice.com/2012/05/06/deal-alert-sprints-galaxy-nexus-available-for-149-99-from-amazon-wireless/,https://www.androidpolice.com/2012/05/06/deal-alert-sprints-galaxy-nexus-available-for-149-99-from-amazon-wireless/
[Update: It's Back!] Deal Alert: All Sprint 4G Smartphones For A Penny Right Now On Amazon Wireless,2012-04-20T23:55:00Z,URL skipped due to domain: https://www.androidpolice.com/2012/04/20/deal-alert-all-sprint-4g-smartphones-for-a-penny-right-now-on-amazon-wireless/,https://www.androidpolice.com/2012/04/20/deal-alert-all-sprint-4g-smartphones-for-a-penny-right-now-on-amazon-wireless/
Amazon Is Preparing Flying 'Prime Air' Drones To Deliver Packages In 30 Minutes Or Less,2013-12-02T14:56:00Z,URL skipped due to domain: https://www.androidpolice.com/2013/12/02/amazon-is-preparing-flying-prime-air-drones-to-deliver-packages-in-30-minutes-or-less/,https://www.androidpolice.com/2013/12/02/amazon-is-preparing-flying-prime-air-drones-to-deliver-packages-in-30-minutes-or-less/
Delivery drones are coming: Jeff Bezos promises half-hour shipping with Amazon Prime Air,2013-12-02T01:10:37Z,"Jeff Bezos is nothing if not a showman. Amazon’s CEO loves a good reveal, and took the opportunity afforded by a 60 Minutes segment to show off his company’s latest creation: drones that can deliver packages up to 5 pounds to your house in less than half an hour. They’re technically octocopters, as part of a program called “Amazon Prime Air.”

A drone sits at the end of a conveyer belt, waiting to pick up a package — Bezos says 86 percent of Amazon’s packages are under 5 pounds — and can carry them up to 10 miles from the fulfillment center. As soon as Amazon can work out the regulations and figure out how to prevent your packages from being dropped on your head from above, Bezos promised, there will be a fleet of shipping drones taking the sky.

The segment focused primarily on holiday shopping, particularly the annual shopping extravaganza that is Cyber Monday. It’s a huge day for Amazon — more than 300 items will be ordered each second — and does much to reveal the company’s true ambitions. Amazon doesn’t just want to reinvent the way we shop for and buy things, it wants to upend every step of the process — including how our purchases come to us.

Charlie Rose spoke to a number of Amazon executives and employees, and toured one of the company's 96 massive warehouses, known as ""fulfillment centers."" Its burgeoning same-day delivery infrastructure was on full display and Rose explored the company's sprawling moves into fashion, groceries, web hosting, tablets, and strange political shows starring John Goodman.

""We like to pioneer, we like to explore. We like to go down dark alleys and find out what's on the other side.""

But Jeff Bezos was predictably the star of the segment. He talked about how, 18 years ago, he’d drive packages to the post office himself and dreamed of one day owning a forklift. (Things have changed a bit since then.) He says we’re four or five years from drones being able to deliver small packages right to your house, largely because the company has to work with the FAA to make sure it’s legally allowed to run the Prime Air program — Amazon doesn’t have Zookal’s luxury of operating in Australia without the FAA’s regulatory oversight.

Bezos knows there’s work to do, but his overwhelming message was simple: get ready. “It will work, and it will happen, and it’s going to be a lot of fun.”",https://www.theverge.com/2013/12/1/5164340/delivery-drones-are-coming-jeff-bezos-previews-half-hour-shipping
[Deal Alert] Amazon Has The AT&T Galaxy S4 And Galaxy S4 Active For Just $108 For New Customers Or $118 For Upgrades,2013-09-12T02:27:47Z,URL skipped due to domain: https://www.androidpolice.com/2013/09/11/deal-alert-amazon-has-the-att-galaxy-s4-and-galaxy-s4-active-for-just-108-for-new-customers-or-118-for-upgrades/,https://www.androidpolice.com/2013/09/11/deal-alert-amazon-has-the-att-galaxy-s4-and-galaxy-s4-active-for-just-108-for-new-customers-or-118-for-upgrades/
"Kobo Readies Arc 7, Arc 7HD, And Arc 10HD Tablets For October Release, Complete With Android 4.2 And The Google Play Store",2013-08-28T02:52:54Z,URL skipped due to domain: https://www.androidpolice.com/2013/08/27/kobo-readies-arc-7-arc-7hd-and-arc-10hd-tablets-for-october-release-complete-with-android-4-2-and-the-google-play-store/,https://www.androidpolice.com/2013/08/27/kobo-readies-arc-7-arc-7hd-and-arc-10hd-tablets-for-october-release-complete-with-android-4-2-and-the-google-play-store/
[New Game] Shoot-Em-Up Sleeper Hit Sine Mora Touches Down In The Play Store After Brief Amazon Exclusivity,2013-08-07T01:43:29Z,URL skipped due to domain: https://www.androidpolice.com/2013/08/06/new-game-shoot-em-up-sleeper-hit-sine-mora-touches-down-in-the-play-store-after-brief-amazon-exclusivity/,https://www.androidpolice.com/2013/08/06/new-game-shoot-em-up-sleeper-hit-sine-mora-touches-down-in-the-play-store-after-brief-amazon-exclusivity/
"[Deal Alert] Off-Contract LG Optimus G Pro Available On Amazon For $414, $24 Less Than AT&T's Recent Price Drop",2013-07-26T06:10:00Z,URL skipped due to domain: https://www.androidpolice.com/2013/07/25/deal-alert-off-contract-lg-optimus-g-pro-available-on-amazon-for-414-24-less-than-atts-asking-price/,https://www.androidpolice.com/2013/07/25/deal-alert-off-contract-lg-optimus-g-pro-available-on-amazon-for-414-24-less-than-atts-asking-price/
Amazon Cloud Drive Photos Updated To Version 1.7 With Support For Video Uploads And Streaming,2013-07-25T02:11:28Z,URL skipped due to domain: https://www.androidpolice.com/2013/07/24/amazon-cloud-drive-photos-updated-to-version-1-7-with-support-for-video-uploads-and-streaming/,https://www.androidpolice.com/2013/07/24/amazon-cloud-drive-photos-updated-to-version-1-7-with-support-for-video-uploads-and-streaming/
[Deal Alert] Amazon Wireless Drops Verizon's Galaxy S 4 To $119 For New Contracts,2013-06-12T02:36:00Z,URL skipped due to domain: https://www.androidpolice.com/2013/06/11/deal-alert-amazon-wireless-drops-verizons-galaxy-s-4-to-119-for-new-contracts/,https://www.androidpolice.com/2013/06/11/deal-alert-amazon-wireless-drops-verizons-galaxy-s-4-to-119-for-new-contracts/
[Deal Alert] ThinkGeek's Sold-Out Android Plushie Now On Amazon For $.99 Plus $5.99 Shipping,2013-06-08T06:52:57Z,URL skipped due to domain: https://www.androidpolice.com/2013/06/07/deal-alert-thinkgeeks-sold-out-android-plushie-now-on-amazon-for-99-plus-5-99-shipping/,https://www.androidpolice.com/2013/06/07/deal-alert-thinkgeeks-sold-out-android-plushie-now-on-amazon-for-99-plus-5-99-shipping/
[Deal Alert] Sprint LG Optimus G Drops To $0.01 For New And Renewing Customers On Amazon,2013-05-30T03:23:02Z,URL skipped due to domain: https://www.androidpolice.com/2013/05/29/deal-alert-sprint-lg-optimus-g-drops-to-0-01-for-new-and-renewing-customers-on-amazon/,https://www.androidpolice.com/2013/05/29/deal-alert-sprint-lg-optimus-g-drops-to-0-01-for-new-and-renewing-customers-on-amazon/
"Amazon Is Back With Another Bunch Of Appstore Freebies For New Year's Eve: 33 Apps And Games, $110 Value",2014-12-31T19:47:00Z,URL skipped due to domain: https://www.androidpolice.com/2014/12/31/amazon-is-back-with-another-bunch-of-appstore-freebies-for-new-years-eve-33-apps-and-games-110-value/,https://www.androidpolice.com/2014/12/31/amazon-is-back-with-another-bunch-of-appstore-freebies-for-new-years-eve-33-apps-and-games-110-value/
[Update: Confirmed] Google Forced Amazon To Remove Its Main Shopping App From The Play Store Because Of Its Appstore Integration,2014-12-11T19:35:00Z,URL skipped due to domain: https://www.androidpolice.com/2014/12/11/google-may-have-forced-amazon-to-remove-its-main-shopping-app-from-the-play-store-because-of-its-appstore-integration/,https://www.androidpolice.com/2014/12/11/google-may-have-forced-amazon-to-remove-its-main-shopping-app-from-the-play-store-because-of-its-appstore-integration/
[Deal Alert] The Chromecast Is $23.99 ($11 Off) On Amazon Right Now,2014-11-27T20:02:00Z,URL skipped due to domain: https://www.androidpolice.com/2014/11/27/deal-alert-the-chromecast-is-23-99-11-off-on-amazon-right-now/,https://www.androidpolice.com/2014/11/27/deal-alert-the-chromecast-is-23-99-11-off-on-amazon-right-now/
[Update: Amazon Appstore Too] Disney's Castle Of Illusion On Sale For 90% Off On The Play Store ($0.99 From $9.99),2014-08-30T19:09:00Z,URL skipped due to domain: https://www.androidpolice.com/2014/08/30/deal-alert-disneys-castle-of-illusion-is-on-sale-for-90-off-0-99-from-9-99/,https://www.androidpolice.com/2014/08/30/deal-alert-disneys-castle-of-illusion-is-on-sale-for-90-off-0-99-from-9-99/
"Amazon's Free App Of The Day Is Servers Ultimate Pro, Normally $8.99",2014-08-16T19:28:34Z,URL skipped due to domain: https://www.androidpolice.com/2014/08/16/amazons-free-app-of-the-day-is-servers-ultimate-pro-normally-8-99/,https://www.androidpolice.com/2014/08/16/amazons-free-app-of-the-day-is-servers-ultimate-pro-normally-8-99/
"Amazon hits back over Hachette's ""Authors United"" letter in eBook dispute",2014-08-11T10:23:08Z,Error fetching full content.,https://www.itproportal.com/2014/08/11/amazon-hitback-over-hachette-ebook-dispute/
[Deal Alert] The Samsung Gear Fit Is $168.84 ($30 Off) On Amazon,2014-06-14T23:53:00Z,URL skipped due to domain: https://www.androidpolice.com/2014/06/14/deal-alert-the-samsung-gear-fit-is-168-84-30-off-on-amazon/,https://www.androidpolice.com/2014/06/14/deal-alert-the-samsung-gear-fit-is-168-84-30-off-on-amazon/
New for obsessive pet owners: A wooden box to keep your cat’s whiskers and teeth in!,2014-05-17T04:30:06Z,"Cat owners concerned that they might suddenly forget the existence of their pet or who wish to gross out potential lovers may be pleased to hear of the arrival of two new products on Amazon Japan. The “Cat Whisker Case” and “Cat Milk Tooth Case“, which retail for 1,580 yen (US$16) each, are the perfect way to commemorate your pet’s growth into adulthood and treat them as a true member of the family.

That’s right, you too can have a small box full of cat teeth or whiskers on your dressing table or mantlepiece, just waiting for some hapless visitor to stumble upon before suddenly remembering that they’ve left the oven on at home and have to leave.

The idea behind these admittedly rather stylish wooden boxes is that cat owners have somewhere to keep their pet’s fallen whiskers (makers Be-Glad stress that owners should not attempt to trim or pluck a cat’s whiskers) or deciduous teeth as they grow, acting as a keepsake for when the cat is older or, perhaps, passes away.

With plenty of room for the whiskers of even the grandest cat, these memorial boxes are made with wood from Japanese empress trees and come with patterns and the words “Neko no Hige” (quite literally the “cat’s whiskers”) engraved into them.

Amazon JP

The boxes even come with a sheet of gold tissue paper to wrap your pet’s whiskers in before placing them in the case. After all, you wouldn’t want to disrespect your cat by putting its whiskers directly into a box, now would you?

For those who would rather keep their cat’s milk teeth, Be-Glad is offering up round containers which feature either a cat silhouette or paw design.

Quite who would want to collect and store their pet’s teeth and whiskers, we’re not entirely sure, but we only imagine the makers of these boxes are hoping to tap into owners’ desires to dote on their pets like they do or would their own children. Keeping a couple of your child’s first milk teeth is fairly common in many parts of the world, but in Japan it is also common for mothers to keep the stumps of their child’s umbilical cord after it drops off. These heso-no-o (or “tail of the belly button”) are kept in small containers and kept like a parent in the West might their child’s hospital bracelet. Mmm, boxed umbilical stump!

▼ Be-Glad also offers wooden (human) umbilical cord stump cases

This all makes us wonder, though: do you purchase a cat whisker case and then spend the next few months on your hands and knees hunting for enough fallen whiskers to fill it, or do you gather them up as soon as you spot them and then put in an order for a whisker case? If you happen to have any advice about proper whisker collection decorum, be sure to let us know in the comments section below!

Oh, and in case you were wondering how popular these cat whisker and milk tooth cases are with Japanese consumers, both are currently completely sold out on Amazon JP.

Money well spent, if you ask this not-at-all-sarcastic or cold-hearted Brit…

Source: Nicnonico News (Japanese) Amazon JP",https://soranews24.com/2014/05/17/new-for-obsessive-pet-owners-a-wooden-box-to-keep-your-cats-whiskers-and-teeth-in/
"[Deal Alert] Buy Grand Theft Auto: San Andreas For The Kindle Fire Or Fire TV For $7, Get $20 In Amazon Coins For Apps Or IAPs",2014-05-16T02:15:00Z,URL skipped due to domain: https://www.androidpolice.com/2014/05/15/deal-alert-buy-grand-theft-auto-san-andreas-for-the-kindle-fire-or-fire-tv-for-7-get-20-in-amazon-coins-for-apps-or-iaps/,https://www.androidpolice.com/2014/05/15/deal-alert-buy-grand-theft-auto-san-andreas-for-the-kindle-fire-or-fire-tv-for-7-get-20-in-amazon-coins-for-apps-or-iaps/
[Deal Alert] Amazon Discounts The Expensive Galaxy Tab Pro And Note Pro Line By $50-100,2014-05-04T23:51:00Z,URL skipped due to domain: https://www.androidpolice.com/2014/05/04/deal-alert-amazon-discounts-the-expensive-galaxy-tab-pro-and-note-pro-line-by-50-100/,https://www.androidpolice.com/2014/05/04/deal-alert-amazon-discounts-the-expensive-galaxy-tab-pro-and-note-pro-line-by-50-100/
"[Deal Alert] Amazon Offers Over $30 Of Appstore Apps And Games For Free, Including Lifeline, Last Horizon, And Goat Simulator MMO",2015-12-25T19:28:00Z,URL skipped due to domain: https://www.androidpolice.com/2015/12/25/deal-alert-amazon-offers-over-30-of-appstore-apps-and-games-for-free-including-lifeline-last-horizon-and-goat-simulator-mmo/,https://www.androidpolice.com/2015/12/25/deal-alert-amazon-offers-over-30-of-appstore-apps-and-games-for-free-including-lifeline-last-horizon-and-goat-simulator-mmo/
"[Updated] Killer Black Friday Deal: Nexus 5X $80 Off On Amazon, B&H, And Google Store ($299",2015-11-27T08:11:49Z,URL skipped due to domain: https://www.androidpolice.com/2015/11/27/updated-killer-black-friday-deal-nexus-5x-80-off-amazon-bh-google-store-299349/,https://www.androidpolice.com/2015/11/27/updated-killer-black-friday-deal-nexus-5x-80-off-amazon-bh-google-store-299349/
Japanese expat turns frustration with ordering from Amazon UK into a comic,2015-09-12T05:00:12Z,Error fetching full content.,https://soranews24.com/2015/09/12/japanese-expat-turns-frustration-with-ordering-from-amazon-uk-into-a-comic/
"We bump into Kuratas, the 120 million-yen robot, at the Tokyo Toy Show",2015-06-23T11:30:46Z,"Many of you may recall the three-meter-tall (12.5 feet) ridable Japanese robot known as Kuratas which we have covered many times before. Earlier this year the real-life mecha made waves when it went up for sale on Amazon for the sum of 120 million yen (US$978,000).

For years now, Kuratas has been charming wannabe mech-pilots around the world until its most recent offering in January, but since then things have been quiet on the giant robot front. So you can imagine our Mr. Sato’s surprise when he stumbled upon one by chance during a trip to the 2015 Tokyo Toy Show.

This Kuratas was a little different from the ones we’ve seen before. Rather than the sold grey paint job, this one was done up in an eye-catching red…as if a huge robot suit needed to be more eye-catching. Its left arm had also been replaced with a cannon of sorts.

Kuratas was brought here today to celebrate the launch of a new Takara Tomy line of toys called Gagan Gun. Aside from having a name that’s really fun to say, Gagan Guns are remote-controlled robots that you can engage others with in laser tag battles. In a special collaboration between the toy giant and giant toy, Takara Tomi had made two special Gagan Guns designed in the likeness of Kuratas.

Of course Mr. Sato hung around the Gagan Gun display for a demonstration of Kuratas along with many other Toy Show attendees. The crowd oohed as the driver climbed into her Kuratas cockpit and ahhed as she triumphantly raised her arm canon in the air. It was all enough to make Mr. Sato decided right then and there that he would buy a Kuratas for himself and drive it around town. It was his destiny.

▼ Hot driver sold separately



After arriving home, he went to check Amazon. Luckily, there was still one Kuratas starter kit left in stock for the same price it was selling for earlier this year. However, even after getting his vast Subway, Pizza Hut, and Krispy Kreme loyalty card collections appraised, Mr. Sato was still woefully short of 120 million yen.

On the other hand, he did have enough to get a Gagan Gun Kuratas selling at only 3,700 yen ($30). Granted he wouldn’t look nearly as intimidating driving it around the streets of Tokyo, but it’d have to do for now.

▼ Footage from the 2015 Toy Show appearance of Kuratas

▼ And for comparison, here’s footage of it from 2012

Source: Amazon – Real Kuratas, Gagan Gun Kuratas

Gagan Gun Video: YouTube – Takara Tomy

All other photos and video: RocketNews24

Original Article by Mr. Sato

[ Read in Japanese ]",https://soranews24.com/2015/06/23/we-bump-into-kuratas-the-120-million-yen-robot-at-the-tokyo-toy-show/
"Google's Nest Cam Hits The Google Store, Amazon, And Nest Store For $199",2015-06-17T18:49:21Z,URL skipped due to domain: https://www.androidpolice.com/2015/06/17/googles-nest-cam-hits-the-google-store-and-amazon-for-199/,https://www.androidpolice.com/2015/06/17/googles-nest-cam-hits-the-google-store-and-amazon-for-199/
Amazon best seller ranking comparison between US and Japan turns up interesting results,2015-06-10T16:00:40Z,Error fetching full content.,https://soranews24.com/2015/06/11/amazon-best-seller-ranking-comparison-between-us-and-japan-turns-up-interesting-results/
"Amazon Disables The Instant Video APK For Non-Sony Android TV Devices, Because They Hate You And Your Money",2015-05-16T17:40:00Z,URL skipped due to domain: https://www.androidpolice.com/2015/05/16/amazon-disables-the-instant-video-apk-for-non-sony-android-tv-devices-because-they-hate-you-and-your-money/,https://www.androidpolice.com/2015/05/16/amazon-disables-the-instant-video-apk-for-non-sony-android-tv-devices-because-they-hate-you-and-your-money/
Meet Amazon’s first customer - this is the book he bought,2015-04-22T04:00:00Z,Error fetching full content.,https://www.marketwatch.com/story/meet-amazons-first-ever-customer-2015-04-22
[Update: Amazon Too] Google Refuses To Allow Postal Game In The Play Store For 'Gratuitous Violence',2015-04-09T23:49:00Z,URL skipped due to domain: https://www.androidpolice.com/2015/04/09/google-refuses-to-allow-postal-game-in-the-play-store-for-gratuitous-violence-apparently-they-forgot-about-gta-the-walking-dead-and-others/,https://www.androidpolice.com/2015/04/09/google-refuses-to-allow-postal-game-in-the-play-store-for-gratuitous-violence-apparently-they-forgot-about-gta-the-walking-dead-and-others/
[Update: Back On Google Play] Players Directed To Amazon Appstore For Updated Version Of Doom-GLES (Now D-GLES) Following Google Play Takedown,2015-01-27T14:30:38Z,URL skipped due to domain: https://www.androidpolice.com/2015/01/27/players-directed-amazon-appstore-updated-version-doom-gles-now-d-gles-following-google-play-takedown/,https://www.androidpolice.com/2015/01/27/players-directed-amazon-appstore-updated-version-doom-gles-now-d-gles-following-google-play-takedown/
Amazon's Alexa has a dirty mind [Video],2016-12-30T23:01:08Z,URL skipped due to domain: https://www.androidpolice.com/2016/12/30/amazons-alexa-dirty-mind-video/,https://www.androidpolice.com/2016/12/30/amazons-alexa-dirty-mind-video/
Amazon wants to ship your data to the cloud using a literal truck,2016-11-30T19:28:38Z,"Amazon just announced a new service called AWS Snowmobile, which is a 21st century version of the classic “sneakernet” method of data transport. Basically, Amazon is offering to tow a 45-foot-long shipping container full of hard drives to your data center, plug in to your servers via fiber, and siphon off up to 100 petabytes (a petabyte is 1 million gigabytes) of data. That shipping container is then transported to an Amazon data center where all the data is uploaded to S3 or Amazon Glacier, Amazon’s cloud data storage services.

This is a sizable upgrade over Amazon’s existing Snowball service, in which Amazon ships you a secure 80TB “Storage Appliance” to load your data onto over 10Gbps Ethernet. Amazon just announced a new version of Snowball (pictured above) with more storage and faster networking, but it’s still not “exabyte scale,” so the company decided to build something even bigger. With the new Snowmobile service, Amazon says you could ship one exabyte (an exabyte is 1,000 petabytes) of data to AWS in about six months — a feat which would take roughly 26 years over a 10Gbps dedicated connection. The Snowmobile truck’s network cable is capable of transporting up to 1Tbps over multiple 40Gbps connections into the shipping container’s capacious hold.",https://www.theverge.com/circuitbreaker/2016/11/30/13797212/amazon-aws-snowmobile-snowball-cloud-storage-truck
Amazon adds Reading benefit to its Prime membership to satisfy the book and magazine nerd in you,2016-10-05T11:35:18Z,URL skipped due to domain: https://www.androidpolice.com/2016/10/05/amazon-adds-reading-benefit-prime-membership-satisfy-book-magazine-nerd/,https://www.androidpolice.com/2016/10/05/amazon-adds-reading-benefit-prime-membership-satisfy-book-magazine-nerd/
"New Amazon Fire TV stick brings quad-core CPU, Alexa Remote, and AC Wi-Fi",2016-09-28T17:07:00Z,URL skipped due to domain: https://www.androidpolice.com/2016/09/28/amazon-announces-new-fire-tv-stick-better-performance-alexa-remote-39-99/,https://www.androidpolice.com/2016/09/28/amazon-announces-new-fire-tv-stick-better-performance-alexa-remote-39-99/
